interview__key,interview__id,ip1,localite,structure,code_ppsp,intitule_ppsp,code_agent,sexe_agent_interv,age,handicap_agent_interv,annee_prise_poste,sssys_irnd,has__errors,interview__status,assignment__id,secteur,Code_secteur,qa21,qa22,qa23,qa31,qa32,qa33,qa34,qa35,qa41,qa42,qa43
00000004887,00000000000000000004887000,IP_4887,LOC87,Structure_87,117,PPSP_117,1428,Homme,30,Non,1996,.073620051,0,87,1454,Secteur_1,8,Oui,Oui,Non,Satisfait,Très insatisfait,Très satisfait,Très satisfait,Un peu motivé,oui,Oui,Oui
00000004888,00000000000000000004888000,IP_4888,LOC88,Structure_88,574,PPSP_574,1915,Femme,31,Non,1994,.67334759,0,118,1784,Secteur_4,4,Oui,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très satisfait,Un peu motivé,pas du tout,Non,Non
00000004889,00000000000000000004889000,IP_4889,LOC89,Structure_89,513,PPSP_513,1406,Femme,35,Non,2017,.030966152,0,111,1578,Secteur_9,5,Non,Oui,Oui,Satisfait,Satisfait,Satisfait,Très satisfait,Motivé,pas du tout,Non,Oui
00000004890,00000000000000000004890000,IP_4890,LOC90,Structure_90,107,PPSP_107,828,Femme,57,Non,1999,.44668651,0,112,1718,Secteur_2,3,Oui,Oui,Oui,Très satisfait,Satisfait,Très insatisfait,Très insatisfait,Motivé,pas du tout,Non,Non
00000004891,00000000000000000004891000,IP_4891,LOC91,Structure_91,751,PPSP_751,432,Femme,53,Non,2022,.99105394,0,94,1545,Secteur_2,7,Oui,Oui,Oui,Très insatisfait,Satisfait,Très satisfait,Très satisfait,Motivé,pas du tout,Non,Oui
00000004892,00000000000000000004892000,IP_4892,LOC92,Structure_92,648,PPSP_648,1660,Homme,31,Non,2009,.58502841,0,76,1607,Secteur_5,7,Oui,Non,Oui,Satisfait,Satisfait,Très satisfait,Satisfait,Motivé,oui,Non,Non
00000004893,00000000000000000004893000,IP_4893,LOC93,Structure_93,62,PPSP_62,438,Homme,37,Non,2022,.28668061,0,84,1642,Secteur_2,6,Non,Oui,Non,Très satisfait,Très satisfait,Satisfait,Satisfait,Un peu motivé,non,Oui,Oui
00000004894,00000000000000000004894000,IP_4894,LOC94,Structure_94,773,PPSP_773,1089,Femme,40,Non,1986,.81411237,0,118,1535,Secteur_9,3,Oui,Non,Oui,Satisfait,Satisfait,Satisfait,Très satisfait,Un peu motivé,pas du tout,Non,Non
00000004895,00000000000000000004895000,IP_4895,LOC95,Structure_95,508,PPSP_508,432,Homme,37,Non,1997,.13146567,0,94,1477,Secteur_3,1,Oui,Oui,Oui,Satisfait,Satisfait,Très satisfait,Satisfait,Pas dutout motivé,non,Oui,Non
00000004896,00000000000000000004896000,IP_4896,LOC96,Structure_96,125,PPSP_125,1221,Femme,35,Non,2019,.081334233,0,71,1579,Secteur_9,1,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très satisfait,Très insatisfait,Motivé,pas du tout,Oui,Non
00000004897,00000000000000000004897000,IP_4897,LOC97,Structure_97,534,PPSP_534,1550,Homme,43,Oui,2003,.80630356,0,81,1782,Secteur_8,8,Oui,Oui,Non,Très insatisfait,Satisfait,Très satisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Oui
00000004898,00000000000000000004898000,IP_4898,LOC98,Structure_98,122,PPSP_122,1607,Femme,38,Non,2012,.255404,0,76,1675,Secteur_7,1,Oui,Oui,Oui,Satisfait,Très satisfait,Satisfait,Très insatisfait,Pas dutout motivé,non,Oui,Non
00000004899,00000000000000000004899000,IP_4899,LOC99,Structure_99,959,PPSP_959,556,Homme,43,Non,1988,.5089857,0,75,1542,Secteur_7,3,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Satisfait,Très satisfait,Motivé,pas du tout,Non,Oui
00000004900,00000000000000000004900000,IP_4900,LOC100,Structure_100,806,PPSP_806,84,Homme,59,Non,2007,.42155313,0,110,1484,Secteur_7,2,Non,Oui,Oui,Très insatisfait,Très insatisfait,Très insatisfait,Satisfait,Un peu motivé,oui,Oui,Non
00000004901,00000000000000000004901000,IP_4901,LOC101,Structure_101,714,PPSP_714,179,Femme,59,Non,1998,.36488017,0,123,1596,Secteur_4,8,Oui,Oui,Oui,Très satisfait,Satisfait,Satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Non,Non
00000004902,00000000000000000004902000,IP_4902,LOC102,Structure_102,15,PPSP_15,1794,Femme,47,Non,1988,.28464964,0,67,1651,Secteur_5,8,Oui,Oui,Oui,Très satisfait,Très insatisfait,Satisfait,Très insatisfait,Motivé,non,Non,Oui
00000004903,00000000000000000004903000,IP_4903,LOC103,Structure_103,516,PPSP_516,1931,Femme,60,Non,2004,.45587769,0,103,1440,Secteur_1,6,Oui,Oui,Oui,Satisfait,Très insatisfait,Très insatisfait,Satisfait,Un peu motivé,pas du tout,Non,Non
00000004904,00000000000000000004904000,IP_4904,LOC104,Structure_104,930,PPSP_930,816,Homme,59,Non,2012,.15553403,0,85,1769,Secteur_8,5,Oui,Non,Oui,Satisfait,Satisfait,Très satisfait,Très satisfait,Motivé,non,Oui,Oui
00000004905,00000000000000000004905000,IP_4905,LOC105,Structure_105,459,PPSP_459,1718,Femme,30,Non,1991,.15220332,0,123,1675,Secteur_6,4,Oui,Non,Non,Très insatisfait,Très insatisfait,Satisfait,Satisfait,Un peu motivé,oui,Non,Oui
00000004906,00000000000000000004906000,IP_4906,LOC106,Structure_106,79,PPSP_79,444,Homme,27,Oui,2014,.56123286,0,107,1658,Secteur_2,7,Oui,Non,Oui,Satisfait,Très insatisfait,Très satisfait,Très insatisfait,Motivé,pas du tout,Non,Oui
00000004907,00000000000000000004907000,IP_4907,LOC107,Structure_107,704,PPSP_704,743,Homme,43,Oui,2021,.98185217,0,114,1481,Secteur_7,9,Oui,Oui,Non,Très satisfait,Très satisfait,Très satisfait,Très satisfait,Un peu motivé,non,Non,Non
00000004908,00000000000000000004908000,IP_4908,LOC108,Structure_108,655,PPSP_655,564,Homme,43,Non,2010,.17984328,0,86,1821,Secteur_8,2,Oui,Oui,Oui,Très satisfait,Très satisfait,Très satisfait,Très satisfait,Pas dutout motivé,non,Oui,Oui
00000004909,00000000000000000004909000,IP_4909,LOC109,Structure_109,468,PPSP_468,1783,Homme,56,Non,1993,.64609754,0,108,1842,Secteur_9,5,Oui,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Oui
00000004910,00000000000000000004910000,IP_4910,LOC110,Structure_110,890,PPSP_890,1113,Homme,37,Non,2019,.14342165,0,66,1551,Secteur_3,8,Non,Oui,Oui,Satisfait,Satisfait,Très insatisfait,Satisfait,Pas dutout motivé,oui,Oui,Non
00000004911,00000000000000000004911000,IP_4911,LOC111,Structure_111,327,PPSP_327,1150,Homme,32,Non,2020,.23925218,0,113,1756,Secteur_9,5,Oui,Oui,Non,Satisfait,Très insatisfait,Très insatisfait,Très insatisfait,Pas dutout motivé,pas du tout,Non,Non
00000004912,00000000000000000004912000,IP_4912,LOC112,Structure_112,555,PPSP_555,465,Homme,43,Oui,1988,.50471169,0,103,1489,Secteur_9,7,Oui,Non,Oui,Très insatisfait,Très satisfait,Très satisfait,Très insatisfait,Un peu motivé,non,Oui,Non
00000004913,00000000000000000004913000,IP_4913,LOC113,Structure_113,268,PPSP_268,1087,Homme,58,Oui,1986,.41346204,0,105,1726,Secteur_8,4,Oui,Non,Oui,Satisfait,Très satisfait,Très insatisfait,Satisfait,Un peu motivé,non,Oui,Non
00000004914,00000000000000000004914000,IP_4914,LOC114,Structure_114,877,PPSP_877,578,Femme,32,Non,2003,.64037615,0,86,1802,Secteur_2,8,Oui,Non,Oui,Très satisfait,Satisfait,Très insatisfait,Très insatisfait,Motivé,pas du tout,Oui,Oui
00000004915,00000000000000000004915000,IP_4915,LOC115,Structure_115,128,PPSP_128,1219,Femme,51,Non,1990,.96563953,0,128,1815,Secteur_7,2,Oui,Non,Oui,Très insatisfait,Très insatisfait,Très satisfait,Très satisfait,Pas dutout motivé,non,Oui,Non
00000004916,00000000000000000004916000,IP_4916,LOC116,Structure_116,779,PPSP_779,288,Homme,60,Non,1990,.017838068,0,102,1462,Secteur_3,9,Oui,Oui,Oui,Très satisfait,Très insatisfait,Satisfait,Très insatisfait,Motivé,non,Oui,Oui
00000004917,00000000000000000004917000,IP_4917,LOC117,Structure_117,681,PPSP_681,1050,Femme,37,Non,2006,.64816439,0,109,1761,Secteur_4,2,Oui,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très insatisfait,Un peu motivé,oui,Non,Oui
00000004918,00000000000000000004918000,IP_4918,LOC118,Structure_118,65,PPSP_65,1279,Femme,50,Non,1998,.97694796,0,103,1655,Secteur_9,4,Oui,Oui,Oui,Satisfait,Très insatisfait,Très insatisfait,Très satisfait,Un peu motivé,pas du tout,Oui,Oui
00000004919,00000000000000000004919000,IP_4919,LOC119,Structure_119,869,PPSP_869,584,Homme,42,Non,2001,.036945507,0,110,1609,Secteur_9,2,Non,Oui,Oui,Très satisfait,Satisfait,Très insatisfait,Satisfait,Pas dutout motivé,pas du tout,Oui,Non
00000004920,00000000000000000004920000,IP_4920,LOC120,Structure_120,625,PPSP_625,1573,Homme,30,Non,2010,.51625568,0,89,1671,Secteur_4,8,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très insatisfait,Très satisfait,Motivé,non,Non,Non
00000004921,00000000000000000004921000,IP_4921,LOC121,Structure_121,249,PPSP_249,672,Homme,35,Non,1993,.58516848,0,89,1527,Secteur_3,3,Non,Oui,Oui,Satisfait,Très insatisfait,Très satisfait,Satisfait,Un peu motivé,non,Oui,Oui
00000004922,00000000000000000004922000,IP_4922,LOC122,Structure_122,726,PPSP_726,600,Femme,53,Non,2008,.40706781,0,100,1644,Secteur_7,4,Oui,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très insatisfait,Motivé,oui,Oui,Non
00000004923,00000000000000000004923000,IP_4923,LOC123,Structure_123,299,PPSP_299,144,Femme,39,Non,2013,.055214625,0,66,1631,Secteur_9,1,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très insatisfait,Très insatisfait,Un peu motivé,pas du tout,Non,Non
00000004924,00000000000000000004924000,IP_4924,LOC124,Structure_124,970,PPSP_970,832,Homme,45,Non,2000,.071851686,0,108,1675,Secteur_4,3,Oui,Oui,Oui,Satisfait,Satisfait,Satisfait,Très insatisfait,Motivé,non,Oui,Oui
00000004925,00000000000000000004925000,IP_4925,LOC125,Structure_125,101,PPSP_101,378,Homme,57,Non,1992,.9052968,0,91,1571,Secteur_5,6,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très satisfait,Satisfait,Motivé,pas du tout,Non,Non
00000004926,00000000000000000004926000,IP_4926,LOC126,Structure_126,248,PPSP_248,1829,Homme,49,Non,1992,.98856872,0,104,1613,Secteur_9,2,Oui,Oui,Oui,Satisfait,Très satisfait,Très satisfait,Très satisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000004927,00000000000000000004927000,IP_4927,LOC127,Structure_127,249,PPSP_249,947,Homme,49,Non,1999,.51968539,0,82,1682,Secteur_2,1,Non,Oui,Oui,Très insatisfait,Satisfait,Très insatisfait,Très insatisfait,Un peu motivé,non,Oui,Non
00000004928,00000000000000000004928000,IP_4928,LOC128,Structure_128,326,PPSP_326,1400,Homme,43,Non,2003,.01687794,0,85,1458,Secteur_1,4,Non,Oui,Oui,Très insatisfait,Satisfait,Très insatisfait,Très satisfait,Pas dutout motivé,non,Non,Oui
00000004929,00000000000000000004929000,IP_4929,LOC129,Structure_129,603,PPSP_603,1126,Homme,60,Non,2002,.33565238,0,112,1687,Secteur_4,6,Non,Non,Oui,Très insatisfait,Satisfait,Très insatisfait,Satisfait,Pas dutout motivé,non,Non,Oui
00000004930,00000000000000000004930000,IP_4930,LOC130,Structure_130,240,PPSP_240,381,Homme,29,Oui,2021,.7947821,0,72,1867,Secteur_1,4,Oui,Oui,Oui,Très insatisfait,Très insatisfait,Très insatisfait,Très insatisfait,Un peu motivé,oui,Oui,Non
00000004931,00000000000000000004931000,IP_4931,LOC131,Structure_131,806,PPSP_806,932,Homme,21,Non,2020,.19992387,0,75,1508,Secteur_6,5,Non,Oui,Non,Très insatisfait,Satisfait,Très insatisfait,Satisfait,Motivé,pas du tout,Oui,Oui
00000004932,00000000000000000004932000,IP_4932,LOC132,Structure_132,528,PPSP_528,1996,Femme,26,Non,1988,.19773321,0,91,1632,Secteur_8,9,Oui,Non,Oui,Très insatisfait,Très insatisfait,Très insatisfait,Très insatisfait,Motivé,non,Oui,Non
00000004933,00000000000000000004933000,IP_4933,LOC133,Structure_133,21,PPSP_21,1050,Femme,34,Non,2018,.74318641,0,122,1471,Secteur_6,6,Non,Oui,Oui,Très satisfait,Très satisfait,Satisfait,Satisfait,Pas dutout motivé,non,Non,Non
00000004934,00000000000000000004934000,IP_4934,LOC134,Structure_134,703,PPSP_703,1830,Femme,39,Non,2016,.39376694,0,71,1568,Secteur_4,3,Non,Oui,Non,Très satisfait,Satisfait,Satisfait,Satisfait,Motivé,pas du tout,Oui,Non
00000004935,00000000000000000004935000,IP_4935,LOC135,Structure_135,267,PPSP_267,276,Femme,56,Non,1989,.060732294,0,121,1805,Secteur_7,1,Non,Oui,Non,Satisfait,Satisfait,Très insatisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Non
00000004936,00000000000000000004936000,IP_4936,LOC136,Structure_136,471,PPSP_471,104,Homme,56,Non,2019,.33925584,0,111,1485,Secteur_6,3,Oui,Non,Oui,Satisfait,Satisfait,Très satisfait,Satisfait,Motivé,non,Non,Oui
00000004937,00000000000000000004937000,IP_4937,LOC137,Structure_137,684,PPSP_684,1546,Homme,42,Non,2010,.91600692,0,103,1828,Secteur_9,7,Oui,Non,Non,Très insatisfait,Satisfait,Satisfait,Très satisfait,Motivé,pas du tout,Oui,Oui
00000004938,00000000000000000004938000,IP_4938,LOC138,Structure_138,219,PPSP_219,1596,Homme,31,Non,2001,.85855812,0,70,1443,Secteur_8,2,Non,Oui,Non,Très insatisfait,Très satisfait,Très insatisfait,Très satisfait,Un peu motivé,oui,Oui,Non
00000004939,00000000000000000004939000,IP_4939,LOC139,Structure_139,890,PPSP_890,257,Femme,26,Non,2012,.80029762,0,106,1668,Secteur_5,9,Oui,Oui,Oui,Très insatisfait,Satisfait,Très satisfait,Très satisfait,Motivé,pas du tout,Oui,Oui
00000004940,00000000000000000004940000,IP_4940,LOC140,Structure_140,368,PPSP_368,1058,Homme,21,Non,2004,.89701897,0,97,1465,Secteur_2,1,Oui,Non,Non,Satisfait,Satisfait,Très insatisfait,Très insatisfait,Pas dutout motivé,oui,Non,Oui
00000004941,00000000000000000004941000,IP_4941,LOC141,Structure_141,496,PPSP_496,1571,Femme,29,Non,1991,.9566282,0,88,1562,Secteur_5,6,Oui,Oui,Non,Très satisfait,Satisfait,Satisfait,Très insatisfait,Un peu motivé,non,Oui,Non
00000004942,00000000000000000004942000,IP_4942,LOC142,Structure_142,141,PPSP_141,1751,Femme,40,Non,2013,.52053893,0,113,1536,Secteur_5,7,Non,Oui,Oui,Satisfait,Satisfait,Très satisfait,Très insatisfait,Motivé,oui,Non,Oui
00000004943,00000000000000000004943000,IP_4943,LOC143,Structure_143,3,PPSP_3,453,Femme,36,Non,2024,.36867589,0,110,1852,Secteur_1,7,Oui,Non,Oui,Satisfait,Très insatisfait,Très satisfait,Satisfait,Pas dutout motivé,oui,Oui,Oui
00000004944,00000000000000000004944000,IP_4944,LOC144,Structure_144,454,PPSP_454,146,Femme,24,Oui,1989,.4513613,0,127,1622,Secteur_2,7,Non,Oui,Non,Très satisfait,Très insatisfait,Satisfait,Très satisfait,Motivé,oui,Oui,Oui
00000004945,00000000000000000004945000,IP_4945,LOC145,Structure_145,903,PPSP_903,1146,Femme,39,Non,2021,.89274472,0,68,1739,Secteur_1,8,Oui,Oui,Non,Très insatisfait,Satisfait,Très satisfait,Satisfait,Pas dutout motivé,non,Non,Oui
00000004946,00000000000000000004946000,IP_4946,LOC146,Structure_146,904,PPSP_904,1448,Homme,43,Oui,1998,.45346257,0,101,1595,Secteur_3,2,Oui,Oui,Oui,Très insatisfait,Très satisfait,Satisfait,Très satisfait,Un peu motivé,oui,Oui,Oui
00000004947,00000000000000000004947000,IP_4947,LOC147,Structure_147,981,PPSP_981,1103,Femme,39,Non,2013,.049327016,0,84,1529,Secteur_6,8,Oui,Oui,Non,Très insatisfait,Satisfait,Très satisfait,Satisfait,Motivé,non,Oui,Oui
00000004948,00000000000000000004948000,IP_4948,LOC148,Structure_148,963,PPSP_963,1505,Homme,28,Non,2014,.9721806,0,128,1800,Secteur_6,4,Oui,Oui,Oui,Très insatisfait,Satisfait,Très satisfait,Très satisfait,Un peu motivé,oui,Oui,Oui
00000004949,00000000000000000004949000,IP_4949,LOC149,Structure_149,392,PPSP_392,1967,Homme,55,Non,1998,.10470132,0,95,1635,Secteur_5,4,Oui,Oui,Non,Satisfait,Très insatisfait,Satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Oui,Non
00000004950,00000000000000000004950000,IP_4950,LOC150,Structure_0,553,PPSP_553,1115,Femme,24,Non,2017,.20825292,0,91,1455,Secteur_6,4,Oui,Oui,Oui,Très insatisfait,Satisfait,Satisfait,Satisfait,Un peu motivé,non,Oui,Non
00000004951,00000000000000000004951000,IP_4951,LOC151,Structure_1,78,PPSP_78,1738,Homme,25,Non,1988,.91168356,0,128,1515,Secteur_6,7,Oui,Oui,Oui,Satisfait,Très satisfait,Très satisfait,Satisfait,Pas dutout motivé,pas du tout,Oui,Non
00000004952,00000000000000000004952000,IP_4952,LOC152,Structure_2,386,PPSP_386,164,Femme,36,Non,1988,.78916067,0,97,1535,Secteur_4,5,Oui,Oui,Non,Satisfait,Très insatisfait,Très satisfait,Très satisfait,Pas dutout motivé,non,Oui,Oui
00000004953,00000000000000000004953000,IP_4953,LOC153,Structure_3,501,PPSP_501,1785,Homme,46,Non,2001,.48395869,0,103,1580,Secteur_8,8,Non,Oui,Oui,Très satisfait,Satisfait,Très satisfait,Très satisfait,Motivé,oui,Oui,Non
00000004954,00000000000000000004954000,IP_4954,LOC154,Structure_4,816,PPSP_816,842,Homme,23,Non,1985,.79470623,0,70,1864,Secteur_3,3,Oui,Oui,Non,Très satisfait,Très satisfait,Satisfait,Très satisfait,Un peu motivé,oui,Oui,Oui
00000004955,00000000000000000004955000,IP_4955,LOC155,Structure_5,313,PPSP_313,1035,Homme,27,Non,1996,.36095944,0,73,1559,Secteur_2,8,Non,Oui,Oui,Satisfait,Satisfait,Très insatisfait,Très insatisfait,Un peu motivé,pas du tout,Oui,Non
00000004956,00000000000000000004956000,IP_4956,LOC156,Structure_6,47,PPSP_47,1783,Homme,47,Non,1985,.75761253,0,130,1754,Secteur_7,2,Oui,Oui,Oui,Satisfait,Très satisfait,Satisfait,Satisfait,Un peu motivé,pas du tout,Oui,Non
00000004957,00000000000000000004957000,IP_4957,LOC157,Structure_7,629,PPSP_629,1633,Homme,23,Non,1993,.37878445,0,77,1762,Secteur_8,4,Oui,Non,Oui,Très satisfait,Très insatisfait,Satisfait,Très insatisfait,Pas dutout motivé,pas du tout,Non,Oui
00000004958,00000000000000000004958000,IP_4958,LOC158,Structure_8,73,PPSP_73,1124,Femme,37,Non,1998,.82760167,0,117,1504,Secteur_3,3,Oui,Non,Oui,Satisfait,Très satisfait,Très insatisfait,Très insatisfait,Pas dutout motivé,oui,Non,Oui
00000004959,00000000000000000004959000,IP_4959,LOC159,Structure_9,976,PPSP_976,1713,Homme,22,Non,2015,.064811081,0,74,1668,Secteur_7,8,Non,Oui,Oui,Très insatisfait,Très satisfait,Très insatisfait,Très insatisfait,Un peu motivé,oui,Oui,Oui
00000004960,00000000000000000004960000,IP_4960,LOC160,Structure_10,216,PPSP_216,1115,Homme,22,Non,2009,.9623431,0,90,1627,Secteur_8,2,Non,Non,Oui,Satisfait,Très satisfait,Très insatisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Oui
00000004961,00000000000000000004961000,IP_4961,LOC161,Structure_11,256,PPSP_256,183,Femme,38,Non,1998,.013723525,0,96,1567,Secteur_8,9,Oui,Oui,Oui,Satisfait,Satisfait,Très insatisfait,Très satisfait,Motivé,non,Oui,Oui
00000004962,00000000000000000004962000,IP_4962,LOC162,Structure_12,812,PPSP_812,233,Femme,48,Non,1986,.38660181,0,124,1487,Secteur_4,9,Oui,Oui,Non,Satisfait,Très insatisfait,Satisfait,Très insatisfait,Pas dutout motivé,oui,Oui,Oui
00000004963,00000000000000000004963000,IP_4963,LOC163,Structure_13,785,PPSP_785,1505,Femme,30,Non,2009,.37082276,0,111,1841,Secteur_6,6,Non,Oui,Non,Satisfait,Très satisfait,Très satisfait,Très insatisfait,Motivé,oui,Non,Oui
00000004964,00000000000000000004964000,IP_4964,LOC164,Structure_14,150,PPSP_150,1790,Femme,41,Non,2023,.95471621,0,91,1809,Secteur_8,9,Oui,Non,Oui,Très satisfait,Très satisfait,Satisfait,Satisfait,Un peu motivé,non,Non,Non
00000004965,00000000000000000004965000,IP_4965,LOC165,Structure_15,15,PPSP_15,1107,Homme,21,Non,2000,.52350682,0,106,1816,Secteur_1,7,Oui,Non,Oui,Très insatisfait,Très satisfait,Très insatisfait,Satisfait,Pas dutout motivé,pas du tout,Oui,Oui
00000004966,00000000000000000004966000,IP_4966,LOC166,Structure_16,405,PPSP_405,970,Homme,22,Non,2006,.41997108,0,125,1519,Secteur_7,9,Oui,Oui,Oui,Très satisfait,Très satisfait,Satisfait,Très insatisfait,Pas dutout motivé,non,Non,Oui
00000004967,00000000000000000004967000,IP_4967,LOC167,Structure_17,379,PPSP_379,1045,Homme,27,Non,2004,.59281075,0,88,1699,Secteur_2,6,Non,Oui,Non,Très insatisfait,Très satisfait,Satisfait,Satisfait,Un peu motivé,non,Non,Non
00000004968,00000000000000000004968000,IP_4968,LOC168,Structure_18,56,PPSP_56,545,Homme,37,Non,1988,.067587271,0,82,1847,Secteur_2,6,Oui,Non,Oui,Très insatisfait,Satisfait,Très insatisfait,Satisfait,Un peu motivé,pas du tout,Non,Oui
00000004969,00000000000000000004969000,IP_4969,LOC169,Structure_19,638,PPSP_638,623,Femme,44,Non,1999,.28076887,0,129,1549,Secteur_2,4,Oui,Oui,Oui,Très satisfait,Très insatisfait,Très insatisfait,Satisfait,Motivé,pas du tout,Non,Oui
00000004970,00000000000000000004970000,IP_4970,LOC170,Structure_20,390,PPSP_390,35,Femme,47,Non,2022,.0011112873,0,113,1649,Secteur_4,3,Oui,Non,Oui,Très satisfait,Très insatisfait,Très insatisfait,Très satisfait,Pas dutout motivé,non,Oui,Oui
00000004971,00000000000000000004971000,IP_4971,LOC171,Structure_21,822,PPSP_822,1916,Femme,60,Non,1996,.055270109,0,93,1680,Secteur_3,9,Oui,Oui,Oui,Très satisfait,Très insatisfait,Satisfait,Très satisfait,Un peu motivé,oui,Oui,Oui
00000004972,00000000000000000004972000,IP_4972,LOC172,Structure_22,286,PPSP_286,1057,Homme,34,Oui,1998,.65627944,0,120,1660,Secteur_2,6,Non,Oui,Oui,Satisfait,Très insatisfait,Satisfait,Très insatisfait,Un peu motivé,oui,Non,Oui
00000004973,00000000000000000004973000,IP_4973,LOC173,Structure_23,921,PPSP_921,436,Femme,56,Non,1987,.54523444,0,129,1813,Secteur_4,3,Oui,Non,Non,Satisfait,Satisfait,Satisfait,Satisfait,Motivé,non,Oui,Oui
00000004974,00000000000000000004974000,IP_4974,LOC174,Structure_24,728,PPSP_728,629,Homme,52,Non,1988,.84018511,0,119,1814,Secteur_1,4,Oui,Oui,Oui,Satisfait,Satisfait,Très satisfait,Très satisfait,Un peu motivé,pas du tout,Oui,Non
00000004975,00000000000000000004975000,IP_4975,LOC175,Structure_25,314,PPSP_314,1253,Femme,59,Non,2000,.46466538,0,76,1706,Secteur_6,3,Oui,Oui,Non,Très insatisfait,Très satisfait,Très insatisfait,Satisfait,Motivé,oui,Oui,Non
00000004976,00000000000000000004976000,IP_4976,LOC176,Structure_26,545,PPSP_545,414,Homme,26,Non,1990,.45444468,0,91,1683,Secteur_8,7,Oui,Oui,Non,Très satisfait,Satisfait,Très satisfait,Très insatisfait,Un peu motivé,pas du tout,Non,Non
